collectioncode,catalognumber,scientificname,commonname,datelastmodified,detectedby,receiver_group,station,receiver,bottom_depth,receiver_depth,tagname,codespace,sensorname,sensorraw,sensortype,sensorvalue,sensorunit,datecollected,timezone,longitude,latitude,the_geom,yearcollected,monthcollected,daycollected,julianday,timeofday,local_area,notes,citation,unqdetecid,contact_poc,contact_pi
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:42:49,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.71361111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78884,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 05:07:03,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,5.1175,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78885,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 05:08:59,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,5.14972222222222,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78886,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 05:17:32,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,5.29222222222222,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78887,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 05:18:19,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,5.30527777777778,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78888,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 05:21:29,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,5.35805555555556,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78889,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 05:24:45,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,5.4125,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78890,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 05:29:16,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,5.48777777777778,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78891,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 05:30:23,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,5.50638888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78892,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 05:31:14,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,5.52055555555556,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78893,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 05:32:12,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,5.53666666666667,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78894,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 05:33:25,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,5.55694444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78895,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 05:43:46,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,5.72944444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78896,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 05:44:30,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,5.74166666666667,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78897,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 05:49:58,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,5.83277777777778,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78898,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 06:11:10,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,6.18611111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78899,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 06:15:53,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,6.26472222222222,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78900,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 06:26:43,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,6.44527777777778,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78902,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 06:26:44,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,6.44555555555556,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78901,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 06:28:32,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,6.47555555555556,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78903,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 06:29:19,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,6.48861111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78905,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 06:29:20,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,6.48888888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78904,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 06:30:08,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,6.50222222222222,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78906,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 06:32:54,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,6.54833333333333,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78907,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 06:34:38,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,6.57722222222222,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78908,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 06:37:16,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,6.62111111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78909,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:13:18,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.2216666666667,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78913,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:15:29,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.2580555555556,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78914,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:16:44,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.2788888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78915,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:17:49,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.2969444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78917,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:17:51,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,15.2975,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78916,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:18:37,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.3102777777778,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78918,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:19:28,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.3244444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78919,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:22:43,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.3786111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78920,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:24:05,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.4013888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78921,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:25:27,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.4241666666667,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78922,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:27:59,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.4663888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78924,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:28:00,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,15.4666666666667,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78923,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:29:02,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.4838888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78925,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:30:25,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.5069444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78926,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:31:46,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.5294444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78927,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:33:06,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.5516666666667,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78928,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:34:22,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,15.5727777777778,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78930,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 15:34:23,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,15.5730555555556,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78929,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
