collectioncode,catalognumber,scientificname,commonname,datelastmodified,detectedby,receiver_group,station,receiver,bottom_depth,receiver_depth,tagname,codespace,sensorname,sensorraw,sensortype,sensorvalue,sensorunit,datecollected,timezone,longitude,latitude,the_geom,yearcollected,monthcollected,daycollected,julianday,timeofday,local_area,notes,citation,unqdetecid,contact_poc,contact_pi
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-04 14:28:39,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,4,308,14.4775,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7069,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-04 14:48:51,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,4,308,14.8141666666667,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7070,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-04 17:09:11,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,4,308,17.1530555555556,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7072,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-04 17:28:08,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,4,308,17.4688888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7073,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-04 18:05:52,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,4,308,18.0977777777778,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7074,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-04 20:43:35,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,4,308,20.7263888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7075,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-04 20:54:13,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,4,308,20.9036111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7076,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-04 21:17:01,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,4,308,21.2836111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7078,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 02:53:54,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,5,309,2.89833333333333,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7080,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 02:55:43,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,5,309,2.92861111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7081,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 03:11:55,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,5,309,3.19861111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7082,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 07:27:59,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,5,309,7.46638888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7083,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 08:40:44,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,5,309,8.67888888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7084,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 08:49:52,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,5,309,8.83111111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7085,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 08:55:20,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,5,309,8.92222222222222,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7086,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 09:08:20,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,5,309,9.13888888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7088,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,JBDOCK,134178,4.2682926829268295,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 10:00:48,UTC,-81.30065,29.92045,0101000020E6100000B7627FD93D5354C06B9A779CA2EB3D40,2019,11,5,309,10.0133333333333,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7090,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 12:04:17,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,5,309,12.0713888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7092,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,JBDOCK,134178,4.2682926829268295,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 15:32:11,UTC,-81.30065,29.92045,0101000020E6100000B7627FD93D5354C06B9A779CA2EB3D40,2019,11,5,309,15.5363888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7097,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 15:33:01,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,5,309,15.5502777777778,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7098,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 15:35:10,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,5,309,15.5861111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7099,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 15:37:25,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,5,309,15.6236111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7100,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 15:38:33,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,5,309,15.6425,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7101,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-05 16:29:49,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,5,309,16.4969444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7103,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,JBDOCK,134178,4.2682926829268295,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 01:37:20,UTC,-81.30065,29.92045,0101000020E6100000B7627FD93D5354C06B9A779CA2EB3D40,2019,11,6,310,1.62222222222222,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7107,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 01:54:24,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,1.90666666666667,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7108,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 02:17:31,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,2.29194444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7109,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 02:29:45,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,2.49583333333333,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7110,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 02:30:40,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,2.51111111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7111,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 02:32:40,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,2.54444444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7112,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 02:58:39,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,2.9775,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7113,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,JBDOCK,134178,4.2682926829268295,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 03:16:31,UTC,-81.30065,29.92045,0101000020E6100000B7627FD93D5354C06B9A779CA2EB3D40,2019,11,6,310,3.27527777777778,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7114,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 03:20:01,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,3.33361111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7115,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 03:22:46,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,3.37944444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7116,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 03:26:39,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,3.44416666666667,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7117,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,JBDOCK,134178,4.2682926829268295,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 03:44:49,UTC,-81.30065,29.92045,0101000020E6100000B7627FD93D5354C06B9A779CA2EB3D40,2019,11,6,310,3.74694444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7118,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 03:47:51,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,3.7975,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7119,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 03:49:54,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,3.83166666666667,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7120,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 03:57:50,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,3.96388888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7121,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 04:02:54,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,4.04833333333333,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7122,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 04:08:05,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,4.13472222222222,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7123,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 04:16:01,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,4.26694444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7125,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-A69-1602-23328-2019-10-16,Sciaenops ocellatus,red drum,2020-07-31,WHITR,WHITR,CCOVE,134181,4.878048780487805,2,A69-1602-23328,A69-1602,,,pinger,,,2019-11-06 04:39:05,UTC,-81.30473,29.91791,0101000020E61000000C0742B2805354C0DEAB5626FCEA3D40,2019,11,6,310,4.65138888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23328-7127,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
